BioMedGraphica_Conn_ID,BioMedGraphica_ID,NCBI_Gene_ID,Ensembl_Gene_ID_Version,Gene_Start,Gene_End,Chromosome,Gene_Type,Ensembl_Gene_ID,HGNC_ID,Gene_Name,RefSeq_ID,OMIM_ID,HGNC_Symbol
BMGC_GN82358,BMG_GN226432,,ENSG00000306445.1,67034076,67043393,,lncRNA,ENSG00000306445,,,,,
BMGC_GN82359,BMG_GN226433,,ENSG00000306446.1,40069719,40074498,,lncRNA,ENSG00000306446,,,,,
BMGC_GN82360,BMG_GN226434,,ENSG00000306447.1,77655168,77656637,,lncRNA,ENSG00000306447,,,,,
BMGC_GN82361,BMG_GN226435,,ENSG00000306448.1,62814914,62816717,,lncRNA,ENSG00000306448,,,,,
BMGC_GN82362,BMG_GN226436,,ENSG00000306450.1,128590244,128618652,,lncRNA,ENSG00000306450,,,,,
BMGC_GN82363,BMG_GN226437,,ENSG00000306451.1,10923685,10924380,,lncRNA,ENSG00000306451,,,,,
BMGC_GN82364,BMG_GN226438,,ENSG00000306453.1,22533016,22552711,,lncRNA,ENSG00000306453,,,,,
BMGC_GN82365,BMG_GN226439,,ENSG00000306454.1,180524857,180537300,,lncRNA,ENSG00000306454,,,,,
BMGC_GN82366,BMG_GN226440,,ENSG00000306456.1,52278728,52280493,,lncRNA,ENSG00000306456,,,,,
BMGC_GN82367,BMG_GN226441,,ENSG00000306457.1,193110509,193121739,,lncRNA,ENSG00000306457,,,,,
BMGC_GN82368,BMG_GN226442,,ENSG00000306459.1,89367674,89368032,,lncRNA,ENSG00000306459,,,,,
BMGC_GN82369,BMG_GN226443,,ENSG00000306460.1,27157996,27170713,,lncRNA,ENSG00000306460,,,,,
BMGC_GN82370,BMG_GN226444,,ENSG00000306461.1,43074290,43131552,,lncRNA,ENSG00000306461,,,,,
BMGC_GN82371,BMG_GN226445,,ENSG00000306462.1,124202408,124220627,,lncRNA,ENSG00000306462,,,,,
BMGC_GN82372,BMG_GN226446,,ENSG00000306463.1,57640788,57654619,,lncRNA,ENSG00000306463,,,,,
BMGC_GN82373,BMG_GN226447,,ENSG00000306464.1,64033935,64035151,,lncRNA,ENSG00000306464,,,,,
BMGC_GN82374,BMG_GN226448,,ENSG00000306465.1,112209544,112210161,,lncRNA,ENSG00000306465,,,,,
BMGC_GN82375,BMG_GN226449,,ENSG00000306466.1,234602865,234603672,,lncRNA,ENSG00000306466,,,,,
BMGC_GN82376,BMG_GN226450,,ENSG00000306467.1,45167275,45168233,,lncRNA,ENSG00000306467,,,,,
BMGC_GN82377,BMG_GN226451,,ENSG00000306468.1,128617832,128622914,,lncRNA,ENSG00000306468,,,,,
BMGC_GN82378,BMG_GN226452,,ENSG00000306469.1,25680927,25688791,,lncRNA,ENSG00000306469,,,,,
BMGC_GN82379,BMG_GN226453,,ENSG00000306470.1,53296094,53302927,,lncRNA,ENSG00000306470,,,,,
BMGC_GN82380,BMG_GN226454,,ENSG00000306471.1,102411882,102522780,,lncRNA,ENSG00000306471,,,,,
BMGC_GN82381,BMG_GN226455,,ENSG00000306472.1,155046110,155047114,,lncRNA,ENSG00000306472,,,,,
BMGC_GN82382,BMG_GN226456,,ENSG00000306473.1,244187468,244190285,,lncRNA,ENSG00000306473,,,,,
BMGC_GN82383,BMG_GN226457,,ENSG00000306474.1,14337,108409,,lncRNA,ENSG00000306474,,,,,
BMGC_GN82384,BMG_GN226458,,ENSG00000306475.1,193113404,193115262,,lncRNA,ENSG00000306475,,,,,
BMGC_GN82385,BMG_GN226459,,ENSG00000306476.1,1909317,1910418,,lncRNA,ENSG00000306476,,,,,
BMGC_GN82386,BMG_GN226460,,ENSG00000306477.1,30672431,30678743,,lncRNA,ENSG00000306477,,,,,
BMGC_GN82387,BMG_GN226461,,ENSG00000306478.1,99940790,99950213,,lncRNA,ENSG00000306478,,,,,
BMGC_GN82388,BMG_GN226462,,ENSG00000306479.1,84340647,84370849,,lncRNA,ENSG00000306479,,,,,
BMGC_GN82389,BMG_GN226463,,ENSG00000306480.1,36430238,36432128,,lncRNA,ENSG00000306480,,,,,
BMGC_GN82390,BMG_GN226464,,ENSG00000306481.1,609940,610898,,lncRNA,ENSG00000306481,,,,,
BMGC_GN82391,BMG_GN226465,,ENSG00000306482.1,152835345,152846034,,lncRNA,ENSG00000306482,,,,,
BMGC_GN82392,BMG_GN226466,,ENSG00000306483.1,93846016,93847310,,lncRNA,ENSG00000306483,,,,,
BMGC_GN82393,BMG_GN226467,,ENSG00000306484.1,12971512,12974985,,lncRNA,ENSG00000306484,,,,,
BMGC_GN82394,BMG_GN226468,,ENSG00000306485.1,52133571,52159323,,lncRNA,ENSG00000306485,,,,,
BMGC_GN82395,BMG_GN226469,,ENSG00000306486.1,20699418,20700316,,lncRNA,ENSG00000306486,,,,,
BMGC_GN82396,BMG_GN226470,,ENSG00000306487.1,141289495,141290329,,lncRNA,ENSG00000306487,,,,,
BMGC_GN82397,BMG_GN226471,,ENSG00000306488.1,66866371,66961135,,lncRNA,ENSG00000306488,,,,,
BMGC_GN82398,BMG_GN226472,,ENSG00000306489.1,112180490,112196410,,lncRNA,ENSG00000306489,,,,,
BMGC_GN82399,BMG_GN226473,,ENSG00000306490.1,39998618,40022845,,lncRNA,ENSG00000306490,,,,,
BMGC_GN82400,BMG_GN226474,,ENSG00000306491.1,142549217,142550070,,lncRNA,ENSG00000306491,,,,,
BMGC_GN82401,BMG_GN226475,,ENSG00000306493.1,90287411,90300692,,lncRNA,ENSG00000306493,,,,,
BMGC_GN82402,BMG_GN226476,,ENSG00000306495.1,82394596,82410627,,lncRNA,ENSG00000306495,,,,,
BMGC_GN82403,BMG_GN226477,,ENSG00000306496.1,62791458,62906662,,lncRNA,ENSG00000306496,,,,,
BMGC_GN82404,BMG_GN226478,,ENSG00000306497.1,192936870,192937493,,lncRNA,ENSG00000306497,,,,,
BMGC_GN82405,BMG_GN226479,,ENSG00000306498.1,82782671,82784212,,lncRNA,ENSG00000306498,,,,,
BMGC_GN82406,BMG_GN226480,,ENSG00000306499.1,8140961,8215657,,lncRNA,ENSG00000306499,,,,,
BMGC_GN82407,BMG_GN226481,,ENSG00000306500.1,36187051,36188148,,lncRNA,ENSG00000306500,,,,,
BMGC_GN82408,BMG_GN226482,,ENSG00000306501.1,132080256,132092243,,lncRNA,ENSG00000306501,,,,,
BMGC_GN82409,BMG_GN226483,,ENSG00000306502.1,157015842,157019513,,lncRNA,ENSG00000306502,,,,,
BMGC_GN82410,BMG_GN226484,,ENSG00000306503.3,98608756,98619910,,lncRNA,ENSG00000306503,,,,,
BMGC_GN82411,BMG_GN226485,,ENSG00000306506.1,110410939,110411481,,lncRNA,ENSG00000306506,,,,,
BMGC_GN82412,BMG_GN226486,,ENSG00000306507.1,12951121,12954458,,lncRNA,ENSG00000306507,,,,,
BMGC_GN82413,BMG_GN226487,,ENSG00000306508.1,10732593,10736474,,lncRNA,ENSG00000306508,,,,,
BMGC_GN82414,BMG_GN226488,,ENSG00000306509.1,71638429,71641520,,lncRNA,ENSG00000306509,,,,,
BMGC_GN82415,BMG_GN226489,,ENSG00000306510.1,163913662,163915355,,lncRNA,ENSG00000306510,,,,,
BMGC_GN82416,BMG_GN226490,,ENSG00000306511.1,99233432,99234143,,lncRNA,ENSG00000306511,,,,,
BMGC_GN82417,BMG_GN226491,,ENSG00000306512.1,134627828,134629653,,lncRNA,ENSG00000306512,,,,,
BMGC_GN82418,BMG_GN226492,,ENSG00000306513.1,69995892,69996949,,lncRNA,ENSG00000306513,,,,,
BMGC_GN82419,BMG_GN226493,,ENSG00000306514.1,130694607,130713306,,lncRNA,ENSG00000306514,,,,,
BMGC_GN82420,BMG_GN226494,,ENSG00000306516.1,120876635,120876861,,lncRNA,ENSG00000306516,,,,,
BMGC_GN82421,BMG_GN226495,,ENSG00000306517.1,153545741,153552401,,lncRNA,ENSG00000306517,,,,,
BMGC_GN82422,BMG_GN226496,,ENSG00000306518.1,4082465,4088089,,lncRNA,ENSG00000306518,,,,,
BMGC_GN82423,BMG_GN226497,,ENSG00000306519.1,95396567,95396949,,lncRNA,ENSG00000306519,,,,,
BMGC_GN82424,BMG_GN226498,,ENSG00000306521.1,82392341,82397312,,lncRNA,ENSG00000306521,,,,,
BMGC_GN82425,BMG_GN226499,,ENSG00000306522.1,72144874,72164664,,lncRNA,ENSG00000306522,,,,,
BMGC_GN82426,BMG_GN226500,,ENSG00000306523.1,124222555,124226357,,lncRNA,ENSG00000306523,,,,,
BMGC_GN82427,BMG_GN226501,,ENSG00000306524.1,76972900,76983422,,lncRNA,ENSG00000306524,,,,,
BMGC_GN82428,BMG_GN226502,,ENSG00000306525.1,192955160,192955380,,lncRNA,ENSG00000306525,,,,,
BMGC_GN82429,BMG_GN226503,,ENSG00000306526.1,109545,151793,,lncRNA,ENSG00000306526,,,,,
BMGC_GN82430,BMG_GN226504,,ENSG00000306527.1,36081919,36082617,,lncRNA,ENSG00000306527,,,,,
BMGC_GN82431,BMG_GN226505,,ENSG00000306528.1,133801,139253,,lncRNA,ENSG00000306528,,,,,
BMGC_GN82432,BMG_GN226506,,ENSG00000306529.1,114481560,114487912,,lncRNA,ENSG00000306529,,,,,
BMGC_GN82433,BMG_GN226507,,ENSG00000306530.1,99687090,99688855,,lncRNA,ENSG00000306530,,,,,
BMGC_GN82434,BMG_GN226508,,ENSG00000306531.1,71776544,71783291,,lncRNA,ENSG00000306531,,,,,
BMGC_GN82435,BMG_GN226509,,ENSG00000306532.1,55572177,55572543,,lncRNA,ENSG00000306532,,,,,
BMGC_GN82436,BMG_GN226510,,ENSG00000306533.1,149144931,149147362,,lncRNA,ENSG00000306533,,,,,
BMGC_GN82437,BMG_GN226511,,ENSG00000306534.1,118340934,118356862,,lncRNA,ENSG00000306534,,,,,
BMGC_GN82438,BMG_GN226512,,ENSG00000306535.1,4460526,4463221,,lncRNA,ENSG00000306535,,,,,
BMGC_GN82439,BMG_GN226513,,ENSG00000306536.1,122074478,122078648,,lncRNA,ENSG00000306536,,,,,
BMGC_GN82440,BMG_GN226514,,ENSG00000306537.1,95654009,95658860,,lncRNA,ENSG00000306537,,,,,
BMGC_GN82441,BMG_GN226515,,ENSG00000306538.1,46859023,46861889,,lncRNA,ENSG00000306538,,,,,
BMGC_GN82442,BMG_GN226516,,ENSG00000306539.1,131527011,131535591,,lncRNA,ENSG00000306539,,,,,
BMGC_GN82443,BMG_GN226517,,ENSG00000306542.1,88370072,88380121,,lncRNA,ENSG00000306542,,,,,
BMGC_GN82444,BMG_GN226518,,ENSG00000306543.1,154628000,154631960,,lncRNA,ENSG00000306543,,,,,
BMGC_GN82445,BMG_GN226519,,ENSG00000306544.1,195315843,195319242,,lncRNA,ENSG00000306544,,,,,
BMGC_GN82446,BMG_GN226520,,ENSG00000306545.1,36188356,36188955,,lncRNA,ENSG00000306545,,,,,
BMGC_GN82447,BMG_GN226521,,ENSG00000306546.1,99729041,99729771,,lncRNA,ENSG00000306546,,,,,
BMGC_GN82448,BMG_GN226522,,ENSG00000306547.1,35610045,35610750,,lncRNA,ENSG00000306547,,,,,
BMGC_GN82449,BMG_GN226523,,ENSG00000306548.1,9664322,9669161,,lncRNA,ENSG00000306548,,,,,
BMGC_GN82450,BMG_GN226524,,ENSG00000306549.1,154586628,154593331,,lncRNA,ENSG00000306549,,,,,
BMGC_GN82451,BMG_GN226525,,ENSG00000306550.1,57596434,57599790,,lncRNA,ENSG00000306550,,,,,
BMGC_GN82452,BMG_GN226526,,ENSG00000306551.1,48073565,48074302,,lncRNA,ENSG00000306551,,,,,
BMGC_GN82453,BMG_GN226527,,ENSG00000306552.1,53525017,53526405,,lncRNA,ENSG00000306552,,,,,
BMGC_GN82454,BMG_GN226528,,ENSG00000306553.1,110022782,110091700,,lncRNA,ENSG00000306553,,,,,
BMGC_GN82455,BMG_GN226529,,ENSG00000306554.1,25072387,25074045,,lncRNA,ENSG00000306554,,,,,
BMGC_GN82456,BMG_GN226530,,ENSG00000306555.1,100708216,100708995,,lncRNA,ENSG00000306555,,,,,
BMGC_GN82457,BMG_GN226531,,ENSG00000306556.1,202238976,202264795,,lncRNA,ENSG00000306556,,,,,
BMGC_GN82458,BMG_GN226532,,ENSG00000306558.1,76446154,76447165,,lncRNA,ENSG00000306558,,,,,
BMGC_GN82459,BMG_GN226533,,ENSG00000306559.1,227464771,227472650,,lncRNA,ENSG00000306559,,,,,
BMGC_GN82460,BMG_GN226534,,ENSG00000306560.1,87561776,87594900,,lncRNA,ENSG00000306560,,,,,
BMGC_GN82461,BMG_GN226535,,ENSG00000306561.1,132073586,132076828,,lncRNA,ENSG00000306561,,,,,
BMGC_GN82462,BMG_GN226536,,ENSG00000306562.1,68335642,68337013,,lncRNA,ENSG00000306562,,,,,
BMGC_GN82463,BMG_GN226537,,ENSG00000306563.1,112367117,112368044,,lncRNA,ENSG00000306563,,,,,
BMGC_GN82464,BMG_GN226538,,ENSG00000306564.1,1555287,1555690,,lncRNA,ENSG00000306564,,,,,
BMGC_GN82465,BMG_GN226539,,ENSG00000306565.1,74069725,74101349,,lncRNA,ENSG00000306565,,,,,
BMGC_GN82466,BMG_GN226540,,ENSG00000306566.1,67849833,67858153,,lncRNA,ENSG00000306566,,,,,
BMGC_GN82467,BMG_GN226541,,ENSG00000306567.1,162116599,162164609,,lncRNA,ENSG00000306567,,,,,
BMGC_GN82468,BMG_GN226542,,ENSG00000306568.1,109139557,109140998,,lncRNA,ENSG00000306568,,,,,
BMGC_GN82469,BMG_GN226543,,ENSG00000306569.1,214605442,214608859,,lncRNA,ENSG00000306569,,,,,
BMGC_GN82470,BMG_GN226544,,ENSG00000306570.1,14103628,14104583,,lncRNA,ENSG00000306570,,,,,
BMGC_GN82471,BMG_GN226545,,ENSG00000306572.1,88324037,88344163,,lncRNA,ENSG00000306572,,,,,
BMGC_GN82472,BMG_GN226546,,ENSG00000306573.1,30613551,30617805,,lncRNA,ENSG00000306573,,,,,
BMGC_GN82473,BMG_GN226547,,ENSG00000306574.1,70449272,70498133,,lncRNA,ENSG00000306574,,,,,
BMGC_GN82474,BMG_GN226548,,ENSG00000306575.1,25060719,25061385,,lncRNA,ENSG00000306575,,,,,
BMGC_GN82475,BMG_GN226549,,ENSG00000306576.1,37768984,37771065,,lncRNA,ENSG00000306576,,,,,
BMGC_GN82476,BMG_GN226550,,ENSG00000306577.1,159092879,159093134,,lncRNA,ENSG00000306577,,,,,
BMGC_GN82477,BMG_GN226551,,ENSG00000306578.1,235384928,235386769,,lncRNA,ENSG00000306578,,,,,
BMGC_GN82478,BMG_GN226552,,ENSG00000306580.1,48289316,48300779,,lncRNA,ENSG00000306580,,,,,
BMGC_GN82479,BMG_GN226553,,ENSG00000306581.1,100431141,100435035,,lncRNA,ENSG00000306581,,,,,
BMGC_GN82480,BMG_GN226554,,ENSG00000306582.1,58163300,58165063,,lncRNA,ENSG00000306582,,,,,
BMGC_GN82481,BMG_GN226555,,ENSG00000306583.1,79632131,79733005,,lncRNA,ENSG00000306583,,,,,
BMGC_GN82482,BMG_GN226556,,ENSG00000306584.1,19797798,19856269,,lncRNA,ENSG00000306584,,,,,
BMGC_GN82483,BMG_GN226557,,ENSG00000306585.1,106246981,106250700,,lncRNA,ENSG00000306585,,,,,
BMGC_GN82484,BMG_GN226558,,ENSG00000306586.1,41750762,41796564,,lncRNA,ENSG00000306586,,,,,
BMGC_GN82485,BMG_GN226559,,ENSG00000306587.1,18589944,18616885,,lncRNA,ENSG00000306587,,,,,
BMGC_GN82486,BMG_GN226560,,ENSG00000306588.1,68365454,68365846,,lncRNA,ENSG00000306588,,,,,
BMGC_GN82487,BMG_GN226561,,ENSG00000306589.1,52144277,52145000,,lncRNA,ENSG00000306589,,,,,
BMGC_GN82488,BMG_GN226562,,ENSG00000306590.1,122170413,122224525,,lncRNA,ENSG00000306590,,,,,
BMGC_GN82489,BMG_GN226563,,ENSG00000306591.1,55058097,55092923,,lncRNA,ENSG00000306591,,,,,
BMGC_GN82490,BMG_GN226564,,ENSG00000306592.1,109521251,109530887,,lncRNA,ENSG00000306592,,,,,
BMGC_GN82491,BMG_GN226565,,ENSG00000306593.1,64705939,64709662,,lncRNA,ENSG00000306593,,,,,
BMGC_GN82492,BMG_GN226566,,ENSG00000306594.1,112720693,112721413,,lncRNA,ENSG00000306594,,,,,
BMGC_GN82493,BMG_GN226567,,ENSG00000306595.1,17316903,17317564,,lncRNA,ENSG00000306595,,,,,
BMGC_GN82494,BMG_GN226568,,ENSG00000306596.1,50704764,50708192,,lncRNA,ENSG00000306596,,,,,
BMGC_GN82495,BMG_GN226569,,ENSG00000306597.1,76677714,76706328,,lncRNA,ENSG00000306597,,,,,
BMGC_GN82496,BMG_GN226570,,ENSG00000306598.1,26043318,26045317,,lncRNA,ENSG00000306598,,,,,
BMGC_GN82497,BMG_GN226571,,ENSG00000306599.1,89029428,89031215,,lncRNA,ENSG00000306599,,,,,
BMGC_GN82498,BMG_GN226572,,ENSG00000306600.1,70425218,70458246,,lncRNA,ENSG00000306600,,,,,
BMGC_GN82499,BMG_GN226573,,ENSG00000306601.1,76506892,76510157,,lncRNA,ENSG00000306601,,,,,
BMGC_GN82500,BMG_GN226574,,ENSG00000306602.1,221675257,221698780,,lncRNA,ENSG00000306602,,,,,
BMGC_GN82501,BMG_GN226575,,ENSG00000306603.1,172740719,172741147,,lncRNA,ENSG00000306603,,,,,
BMGC_GN82502,BMG_GN226576,,ENSG00000306604.1,109603667,109608771,,lncRNA,ENSG00000306604,,,,,
BMGC_GN82503,BMG_GN226577,,ENSG00000306605.1,41774933,41785728,,lncRNA,ENSG00000306605,,,,,
BMGC_GN82504,BMG_GN226578,,ENSG00000306606.1,70190082,70292992,,lncRNA,ENSG00000306606,,,,,
BMGC_GN82505,BMG_GN226579,,ENSG00000306607.1,51123737,51140653,,lncRNA,ENSG00000306607,,,,,
BMGC_GN82506,BMG_GN226580,,ENSG00000306608.1,44675743,44676971,,lncRNA,ENSG00000306608,,,,,
BMGC_GN82507,BMG_GN226581,,ENSG00000306609.1,20004607,20057819,,lncRNA,ENSG00000306609,,,,,
BMGC_GN82508,BMG_GN226582,,ENSG00000306610.1,184185397,184186044,,lncRNA,ENSG00000306610,,,,,
BMGC_GN82509,BMG_GN226583,,ENSG00000306611.1,41859443,41860149,,lncRNA,ENSG00000306611,,,,,
BMGC_GN82510,BMG_GN226584,,ENSG00000306612.1,19565504,19572234,,lncRNA,ENSG00000306612,,,,,
BMGC_GN82511,BMG_GN226585,,ENSG00000306613.1,182392107,182394424,,lncRNA,ENSG00000306613,,,,,
BMGC_GN82512,BMG_GN226586,,ENSG00000306614.1,63308049,63321524,,lncRNA,ENSG00000306614,,,,,
BMGC_GN82513,BMG_GN226587,,ENSG00000306615.1,55063844,55066195,,lncRNA,ENSG00000306615,,,,,
BMGC_GN82514,BMG_GN226588,,ENSG00000306616.1,87385820,87389274,,lncRNA,ENSG00000306616,,,,,
BMGC_GN82515,BMG_GN226589,,ENSG00000306617.1,31927208,31927584,,lncRNA,ENSG00000306617,,,,,
BMGC_GN82516,BMG_GN226590,,ENSG00000306618.1,242723446,242724876,,lncRNA,ENSG00000306618,,,,,
BMGC_GN82517,BMG_GN226591,,ENSG00000306619.1,71045104,71059911,,lncRNA,ENSG00000306619,,,,,
BMGC_GN82518,BMG_GN226592,,ENSG00000306620.1,17520305,17535713,,lncRNA,ENSG00000306620,,,,,
BMGC_GN82519,BMG_GN226593,,ENSG00000306621.1,118688335,118706471,,lncRNA,ENSG00000306621,,,,,
BMGC_GN82520,BMG_GN226594,,ENSG00000306622.1,25943497,25943980,,lncRNA,ENSG00000306622,,,,,
BMGC_GN82521,BMG_GN226595,,ENSG00000306623.1,73892321,73894877,,lncRNA,ENSG00000306623,,,,,
BMGC_GN82522,BMG_GN226596,,ENSG00000306624.1,113762787,113763697,,lncRNA,ENSG00000306624,,,,,
BMGC_GN82523,BMG_GN226597,,ENSG00000306625.1,42804340,42817780,,lncRNA,ENSG00000306625,,,,,
BMGC_GN82524,BMG_GN226598,,ENSG00000306626.1,41798838,41800695,,lncRNA,ENSG00000306626,,,,,
BMGC_GN82525,BMG_GN226599,,ENSG00000306627.1,89665862,89702264,,lncRNA,ENSG00000306627,,,,,
BMGC_GN82526,BMG_GN226600,,ENSG00000306628.1,58033582,58038386,,lncRNA,ENSG00000306628,,,,,
BMGC_GN82527,BMG_GN226601,,ENSG00000306629.1,110069181,110069520,,lncRNA,ENSG00000306629,,,,,
BMGC_GN82528,BMG_GN226602,,ENSG00000306631.1,19733767,19735083,,lncRNA,ENSG00000306631,,,,,
BMGC_GN82529,BMG_GN226603,,ENSG00000306632.1,119636138,119679277,,lncRNA,ENSG00000306632,,,,,
BMGC_GN82530,BMG_GN226604,,ENSG00000306633.1,141660108,141661429,,lncRNA,ENSG00000306633,,,,,
BMGC_GN82531,BMG_GN226605,,ENSG00000306636.1,93595603,93598155,,lncRNA,ENSG00000306636,,,,,
BMGC_GN82532,BMG_GN226606,,ENSG00000306637.1,241763129,241764070,,lncRNA,ENSG00000306637,,,,,
BMGC_GN82533,BMG_GN226607,,ENSG00000306638.1,53848706,53886490,,lncRNA,ENSG00000306638,,,,,
BMGC_GN82534,BMG_GN226608,,ENSG00000306639.1,74811681,74831919,,lncRNA,ENSG00000306639,,,,,
BMGC_GN82535,BMG_GN226609,,ENSG00000306640.1,94156132,94157083,,lncRNA,ENSG00000306640,,,,,
BMGC_GN82536,BMG_GN226610,,ENSG00000306641.1,9960580,9961024,,lncRNA,ENSG00000306641,,,,,
BMGC_GN82537,BMG_GN226611,,ENSG00000306642.1,3200234,3202764,,lncRNA,ENSG00000306642,,,,,
BMGC_GN82538,BMG_GN226612,,ENSG00000306643.1,162210902,162239333,,lncRNA,ENSG00000306643,,,,,
BMGC_GN82539,BMG_GN226613,,ENSG00000306645.1,5292485,5295192,,lncRNA,ENSG00000306645,,,,,
BMGC_GN82540,BMG_GN226614,,ENSG00000306646.1,80226696,80233878,,lncRNA,ENSG00000306646,,,,,
BMGC_GN82541,BMG_GN226615,,ENSG00000306647.1,41801503,41801811,,lncRNA,ENSG00000306647,,,,,
BMGC_GN82542,BMG_GN226616,,ENSG00000306648.1,191669783,191759720,,lncRNA,ENSG00000306648,,,,,
BMGC_GN82543,BMG_GN226617,,ENSG00000306649.1,89032319,89032954,,lncRNA,ENSG00000306649,,,,,
BMGC_GN82544,BMG_GN226618,,ENSG00000306650.1,158113471,158164130,,lncRNA,ENSG00000306650,,,,,
BMGC_GN82545,BMG_GN226619,,ENSG00000306651.1,47234888,47235291,,lncRNA,ENSG00000306651,,,,,
BMGC_GN82546,BMG_GN226620,,ENSG00000306652.1,89625416,89636659,,lncRNA,ENSG00000306652,,,,,
BMGC_GN82547,BMG_GN226621,,ENSG00000306653.1,57972499,57975299,,lncRNA,ENSG00000306653,,,,,
BMGC_GN82548,BMG_GN226622,,ENSG00000306654.1,29293780,29348617,,lncRNA,ENSG00000306654,,,,,
BMGC_GN82549,BMG_GN226623,,ENSG00000306655.1,5988298,5991107,,lncRNA,ENSG00000306655,,,,,
BMGC_GN82550,BMG_GN226624,,ENSG00000306656.1,3056554,3058631,,lncRNA,ENSG00000306656,,,,,
BMGC_GN82551,BMG_GN226625,,ENSG00000306657.1,143128580,143152352,,lncRNA,ENSG00000306657,,,,,
BMGC_GN82552,BMG_GN226626,,ENSG00000306658.1,70376053,70415680,,lncRNA,ENSG00000306658,,,,,
BMGC_GN82553,BMG_GN226627,,ENSG00000306659.1,153958598,153959699,,lncRNA,ENSG00000306659,,,,,
BMGC_GN82554,BMG_GN226628,,ENSG00000306661.1,30216495,30221295,,lncRNA,ENSG00000306661,,,,,
BMGC_GN82555,BMG_GN226629,,ENSG00000306662.1,53781444,53804848,,lncRNA,ENSG00000306662,,,,,
BMGC_GN82556,BMG_GN226630,,ENSG00000306663.1,103241548,103261287,,lncRNA,ENSG00000306663,,,,,
BMGC_GN82557,BMG_GN226631,,ENSG00000306664.1,218370045,218370643,,lncRNA,ENSG00000306664,,,,,
BMGC_GN82558,BMG_GN226632,,ENSG00000306665.1,25259013,25261066,,lncRNA,ENSG00000306665,,,,,
BMGC_GN82559,BMG_GN226633,,ENSG00000306666.1,80206842,80208042,,lncRNA,ENSG00000306666,,,,,
BMGC_GN82560,BMG_GN226634,,ENSG00000306667.1,136283160,136287634,,lncRNA,ENSG00000306667,,,,,
BMGC_GN82561,BMG_GN226635,,ENSG00000306668.1,53065224,53066115,,lncRNA,ENSG00000306668,,,,,
BMGC_GN82562,BMG_GN226636,,ENSG00000306669.1,17215904,17221246,,lncRNA,ENSG00000306669,,,,,
BMGC_GN82563,BMG_GN226637,,ENSG00000306670.1,37734416,37774706,,lncRNA,ENSG00000306670,,,,,
BMGC_GN82564,BMG_GN226638,,ENSG00000306671.1,89719956,89721398,,lncRNA,ENSG00000306671,,,,,
BMGC_GN82565,BMG_GN226639,,ENSG00000306672.1,62360328,62392544,,lncRNA,ENSG00000306672,,,,,
BMGC_GN82566,BMG_GN226640,,ENSG00000306675.1,29376452,29379229,,lncRNA,ENSG00000306675,,,,,
BMGC_GN82567,BMG_GN226641,,ENSG00000306676.1,120268653,120293589,,lncRNA,ENSG00000306676,,,,,
BMGC_GN82568,BMG_GN226642,,ENSG00000306677.1,143070965,143087080,,lncRNA,ENSG00000306677,,,,,
BMGC_GN82569,BMG_GN226643,,ENSG00000306678.1,52044651,52051150,,lncRNA,ENSG00000306678,,,,,
BMGC_GN82570,BMG_GN226644,,ENSG00000306679.1,128474868,128476685,,lncRNA,ENSG00000306679,,,,,
BMGC_GN82571,BMG_GN226645,,ENSG00000306680.1,57936216,57940034,,lncRNA,ENSG00000306680,,,,,
BMGC_GN82572,BMG_GN226646,,ENSG00000306681.1,63852186,63852898,,lncRNA,ENSG00000306681,,,,,
BMGC_GN82573,BMG_GN226647,,ENSG00000306682.1,23623625,23631020,,lncRNA,ENSG00000306682,,,,,
BMGC_GN82574,BMG_GN226648,,ENSG00000306683.1,49402619,49403973,,lncRNA,ENSG00000306683,,,,,
BMGC_GN82575,BMG_GN226649,,ENSG00000306684.1,236282092,236289853,,lncRNA,ENSG00000306684,,,,,
BMGC_GN82576,BMG_GN226650,,ENSG00000306685.1,7068379,7069569,,lncRNA,ENSG00000306685,,,,,
BMGC_GN82577,BMG_GN226651,,ENSG00000306686.1,149256853,149261941,,lncRNA,ENSG00000306686,,,,,
BMGC_GN82578,BMG_GN226652,,ENSG00000306687.1,72086177,72086905,,lncRNA,ENSG00000306687,,,,,
BMGC_GN82579,BMG_GN226653,,ENSG00000306688.1,115599110,115604188,,lncRNA,ENSG00000306688,,,,,
BMGC_GN82580,BMG_GN226654,,ENSG00000306689.1,89771471,89772272,,lncRNA,ENSG00000306689,,,,,
BMGC_GN82581,BMG_GN226655,,ENSG00000306690.1,201448298,201449595,,lncRNA,ENSG00000306690,,,,,
BMGC_GN82582,BMG_GN226656,,ENSG00000306691.1,108005290,108006183,,lncRNA,ENSG00000306691,,,,,
BMGC_GN82583,BMG_GN226657,,ENSG00000306692.1,149405210,149415486,,lncRNA,ENSG00000306692,,,,,
BMGC_GN82584,BMG_GN226658,,ENSG00000306693.1,29294283,29294645,,lncRNA,ENSG00000306693,,,,,
BMGC_GN82585,BMG_GN226659,,ENSG00000306694.1,134000619,134025046,,lncRNA,ENSG00000306694,,,,,
BMGC_GN82586,BMG_GN226660,,ENSG00000306695.1,42398940,42419985,,lncRNA,ENSG00000306695,,,,,
BMGC_GN82587,BMG_GN226661,,ENSG00000306696.1,51138338,51138854,,lncRNA,ENSG00000306696,,,,,
BMGC_GN82588,BMG_GN226662,,ENSG00000306697.1,135741051,135744450,,lncRNA,ENSG00000306697,,,,,
